llm_name,method_name,case_id,candidate_path,ground_truth_path,embedding_model,similarity_threshold,ground_truth_states,candidate_states,matched_state_pairs,missing_ground_truth_states,extra_candidate_states,ground_truth_state_count,candidate_state_count,matched_state_count,missing_state_count,extra_state_count,semantic_state_precision,semantic_state_recall,semantic_state_f1
Mistral,baseline_repair,case_51_process_sale,valid_diagrams/Mistral/baseline_repair/case_51_process_sale/diagram.puml,dataset/case_51_process_sale/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""AuthorizingPayment"",""EnteringItems"",""WaitingForPayment"",""WaitingForSale""]","[""Payment Completed"",""Payment Verification"",""Recording Items"",""Return to Waiting"",""Waiting for Customer"",""Waiting for Payment"",""WaitingForSale""]","[{""ground_truth_state"":""WaitingForPayment"",""candidate_state"":""Waiting for Payment"",""ground_truth_normalized"":""waiting for payment"",""candidate_normalized"":""waiting for payment"",""similarity"":1.0},{""ground_truth_state"":""WaitingForSale"",""candidate_state"":""WaitingForSale"",""ground_truth_normalized"":""waiting for sale"",""candidate_normalized"":""waiting for sale"",""similarity"":1.0}]","[""AuthorizingPayment"",""EnteringItems""]","[""Payment Completed"",""Payment Verification"",""Recording Items"",""Return to Waiting"",""Waiting for Customer""]",4,7,2,2,5,0.285714,0.5,0.363636
Mistral,rag,case_51_process_sale,valid_diagrams/Mistral/rag/case_51_process_sale/diagram.puml,dataset/case_51_process_sale/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""AuthorizingPayment"",""EnteringItems"",""WaitingForPayment"",""WaitingForSale""]","[""Payment Completed"",""Payment Verification"",""Recording Items"",""Return to Waiting"",""Waiting for Customer"",""Waiting for Payment"",""WaitingForSale""]","[{""ground_truth_state"":""WaitingForPayment"",""candidate_state"":""Waiting for Payment"",""ground_truth_normalized"":""waiting for payment"",""candidate_normalized"":""waiting for payment"",""similarity"":1.0},{""ground_truth_state"":""WaitingForSale"",""candidate_state"":""WaitingForSale"",""ground_truth_normalized"":""waiting for sale"",""candidate_normalized"":""waiting for sale"",""similarity"":1.0}]","[""AuthorizingPayment"",""EnteringItems""]","[""Payment Completed"",""Payment Verification"",""Recording Items"",""Return to Waiting"",""Waiting for Customer""]",4,7,2,2,5,0.285714,0.5,0.363636
Mistral,syntax_grounded_repair,case_51_process_sale,valid_diagrams/Mistral/syntax_grounded_repair/case_51_process_sale/diagram.puml,dataset/case_51_process_sale/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""AuthorizingPayment"",""EnteringItems"",""WaitingForPayment"",""WaitingForSale""]","[""Payment Completed"",""Payment Verification"",""Recording Items"",""Return to Waiting"",""Waiting for Customer"",""Waiting for Payment"",""WaitingForSale""]","[{""ground_truth_state"":""WaitingForPayment"",""candidate_state"":""Waiting for Payment"",""ground_truth_normalized"":""waiting for payment"",""candidate_normalized"":""waiting for payment"",""similarity"":1.0},{""ground_truth_state"":""WaitingForSale"",""candidate_state"":""WaitingForSale"",""ground_truth_normalized"":""waiting for sale"",""candidate_normalized"":""waiting for sale"",""similarity"":1.0}]","[""AuthorizingPayment"",""EnteringItems""]","[""Payment Completed"",""Payment Verification"",""Recording Items"",""Return to Waiting"",""Waiting for Customer""]",4,7,2,2,5,0.285714,0.5,0.363636
DeepSeek_R1_14B,baseline_repair,case_52_microwave_oven,valid_diagrams/DeepSeek_R1_14B/baseline_repair/case_52_microwave_oven/diagram.puml,dataset/case_52_microwave_oven/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Disabled"",""Enabled"",""Full Power"",""Half Power"",""Operation"",""Set Time"",""Waiting""]","[""Cooking"",""Door Open"",""Full Power"",""Half Power"",""Idle"",""Set Time""]","[{""ground_truth_state"":""Full Power"",""candidate_state"":""Full Power"",""ground_truth_normalized"":""full power"",""candidate_normalized"":""full power"",""similarity"":1.0},{""ground_truth_state"":""Half Power"",""candidate_state"":""Half Power"",""ground_truth_normalized"":""half power"",""candidate_normalized"":""half power"",""similarity"":1.0},{""ground_truth_state"":""Set Time"",""candidate_state"":""Set Time"",""ground_truth_normalized"":""set time"",""candidate_normalized"":""set time"",""similarity"":1.0}]","[""Disabled"",""Enabled"",""Operation"",""Waiting""]","[""Cooking"",""Door Open"",""Idle""]",7,6,3,4,3,0.5,0.428571,0.461538
DeepSeek_R1_14B,syntax_grounded_repair,case_52_microwave_oven,valid_diagrams/DeepSeek_R1_14B/syntax_grounded_repair/case_52_microwave_oven/diagram.puml,dataset/case_52_microwave_oven/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Disabled"",""Enabled"",""Full Power"",""Half Power"",""Operation"",""Set Time"",""Waiting""]","[""Cooking"",""Door Open"",""Full Power"",""Half Power"",""Idle"",""Set Time""]","[{""ground_truth_state"":""Full Power"",""candidate_state"":""Full Power"",""ground_truth_normalized"":""full power"",""candidate_normalized"":""full power"",""similarity"":1.0},{""ground_truth_state"":""Half Power"",""candidate_state"":""Half Power"",""ground_truth_normalized"":""half power"",""candidate_normalized"":""half power"",""similarity"":1.0},{""ground_truth_state"":""Set Time"",""candidate_state"":""Set Time"",""ground_truth_normalized"":""set time"",""candidate_normalized"":""set time"",""similarity"":1.0}]","[""Disabled"",""Enabled"",""Operation"",""Waiting""]","[""Cooking"",""Door Open"",""Idle""]",7,6,3,4,3,0.5,0.428571,0.461538
DeepSeek_R1_14B,baseline_repair,case_54_weather_station_system,valid_diagrams/DeepSeek_R1_14B/baseline_repair/case_54_weather_station_system/diagram.puml,dataset/case_54_weather_station_system/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Collecting"",""Configuring"",""Controlled"",""Operation"",""Running"",""Shutdown"",""Summarizing"",""Testing"",""Transmitting""]","[""Configuration"",""ControlledMode"",""Running"",""Shutdown""]","[{""ground_truth_state"":""Configuring"",""candidate_state"":""Configuration"",""ground_truth_normalized"":""configuring"",""candidate_normalized"":""configuration"",""similarity"":0.868244},{""ground_truth_state"":""Running"",""candidate_state"":""Running"",""ground_truth_normalized"":""running"",""candidate_normalized"":""running"",""similarity"":1.0},{""ground_truth_state"":""Shutdown"",""candidate_state"":""Shutdown"",""ground_truth_normalized"":""shutdown"",""candidate_normalized"":""shutdown"",""similarity"":1.0}]","[""Collecting"",""Controlled"",""Operation"",""Summarizing"",""Testing"",""Transmitting""]","[""ControlledMode""]",9,4,3,6,1,0.75,0.333333,0.461538
DeepSeek_R1_14B,syntax_grounded_repair,case_54_weather_station_system,valid_diagrams/DeepSeek_R1_14B/syntax_grounded_repair/case_54_weather_station_system/diagram.puml,dataset/case_54_weather_station_system/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Collecting"",""Configuring"",""Controlled"",""Operation"",""Running"",""Shutdown"",""Summarizing"",""Testing"",""Transmitting""]","[""Configuration"",""ControlledMode"",""Running"",""Shutdown""]","[{""ground_truth_state"":""Configuring"",""candidate_state"":""Configuration"",""ground_truth_normalized"":""configuring"",""candidate_normalized"":""configuration"",""similarity"":0.868244},{""ground_truth_state"":""Running"",""candidate_state"":""Running"",""ground_truth_normalized"":""running"",""candidate_normalized"":""running"",""similarity"":1.0},{""ground_truth_state"":""Shutdown"",""candidate_state"":""Shutdown"",""ground_truth_normalized"":""shutdown"",""candidate_normalized"":""shutdown"",""similarity"":1.0}]","[""Collecting"",""Controlled"",""Operation"",""Summarizing"",""Testing"",""Transmitting""]","[""ControlledMode""]",9,4,3,6,1,0.75,0.333333,0.461538
Llama_3.1_8B,baseline_repair,case_54_weather_station_system,valid_diagrams/Llama_3.1_8B/baseline_repair/case_54_weather_station_system/diagram.puml,dataset/case_54_weather_station_system/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Collecting"",""Configuring"",""Controlled"",""Operation"",""Running"",""Shutdown"",""Summarizing"",""Testing"",""Transmitting""]","[""ConfigMode"",""Controlled"",""DataCollection"",""Running"",""ShutDown"",""StatusChecking"",""SummaryPreparation""]","[{""ground_truth_state"":""Controlled"",""candidate_state"":""Controlled"",""ground_truth_normalized"":""controlled"",""candidate_normalized"":""controlled"",""similarity"":1.0},{""ground_truth_state"":""Running"",""candidate_state"":""Running"",""ground_truth_normalized"":""running"",""candidate_normalized"":""running"",""similarity"":1.0},{""ground_truth_state"":""Shutdown"",""candidate_state"":""ShutDown"",""ground_truth_normalized"":""shutdown"",""candidate_normalized"":""shut down"",""similarity"":0.807082}]","[""Collecting"",""Configuring"",""Operation"",""Summarizing"",""Testing"",""Transmitting""]","[""ConfigMode"",""DataCollection"",""StatusChecking"",""SummaryPreparation""]",9,7,3,6,4,0.428571,0.333333,0.375
Llama_3.1_8B,syntax_grounded_repair,case_54_weather_station_system,valid_diagrams/Llama_3.1_8B/syntax_grounded_repair/case_54_weather_station_system/diagram.puml,dataset/case_54_weather_station_system/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Collecting"",""Configuring"",""Controlled"",""Operation"",""Running"",""Shutdown"",""Summarizing"",""Testing"",""Transmitting""]","[""ConfigMode"",""Controlled"",""DataCollection"",""Running"",""ShutDown"",""StatusChecking"",""SummaryPreparation""]","[{""ground_truth_state"":""Controlled"",""candidate_state"":""Controlled"",""ground_truth_normalized"":""controlled"",""candidate_normalized"":""controlled"",""similarity"":1.0},{""ground_truth_state"":""Running"",""candidate_state"":""Running"",""ground_truth_normalized"":""running"",""candidate_normalized"":""running"",""similarity"":1.0},{""ground_truth_state"":""Shutdown"",""candidate_state"":""ShutDown"",""ground_truth_normalized"":""shutdown"",""candidate_normalized"":""shut down"",""similarity"":0.807082}]","[""Collecting"",""Configuring"",""Operation"",""Summarizing"",""Testing"",""Transmitting""]","[""ConfigMode"",""DataCollection"",""StatusChecking"",""SummaryPreparation""]",9,7,3,6,4,0.428571,0.333333,0.375
DeepSeek_R1_14B,baseline_repair,case_59_atm_1,valid_diagrams/DeepSeek_R1_14B/baseline_repair/case_59_atm_1/diagram.puml,dataset/case_59_atm_1/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""EnterAmount <<extended>>"",""ReadAmount <<extended>>"",""ReleaseCard <<extended>>"",""SelectAmount <<extended>>""]","[""Cancel Transaction"",""Check Balance"",""Dispense Cash"",""Enter Custom Amount"",""Insert Card"",""Return Card"",""Select Amount"",""Select Predefined Amount""]","[{""ground_truth_state"":""SelectAmount <<extended>>"",""candidate_state"":""Select Amount"",""ground_truth_normalized"":""select amount <<extended>>"",""candidate_normalized"":""select amount"",""similarity"":0.824091}]","[""EnterAmount <<extended>>"",""ReadAmount <<extended>>"",""ReleaseCard <<extended>>""]","[""Cancel Transaction"",""Check Balance"",""Dispense Cash"",""Enter Custom Amount"",""Insert Card"",""Return Card"",""Select Predefined Amount""]",4,8,1,3,7,0.125,0.25,0.166667
DeepSeek_R1_14B,syntax_grounded_repair,case_59_atm_1,valid_diagrams/DeepSeek_R1_14B/syntax_grounded_repair/case_59_atm_1/diagram.puml,dataset/case_59_atm_1/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""EnterAmount <<extended>>"",""ReadAmount <<extended>>"",""ReleaseCard <<extended>>"",""SelectAmount <<extended>>""]","[""Cancel Transaction"",""Check Balance"",""Dispense Cash"",""Enter Custom Amount"",""Insert Card"",""Return Card"",""Select Amount"",""Select Predefined Amount""]","[{""ground_truth_state"":""SelectAmount <<extended>>"",""candidate_state"":""Select Amount"",""ground_truth_normalized"":""select amount <<extended>>"",""candidate_normalized"":""select amount"",""similarity"":0.824091}]","[""EnterAmount <<extended>>"",""ReadAmount <<extended>>"",""ReleaseCard <<extended>>""]","[""Cancel Transaction"",""Check Balance"",""Dispense Cash"",""Enter Custom Amount"",""Insert Card"",""Return Card"",""Select Predefined Amount""]",4,8,1,3,7,0.125,0.25,0.166667
Llama_3.1_8B,baseline_repair,case_59_atm_1,valid_diagrams/Llama_3.1_8B/baseline_repair/case_59_atm_1/diagram.puml,dataset/case_59_atm_1/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""EnterAmount <<extended>>"",""ReadAmount <<extended>>"",""ReleaseCard <<extended>>"",""SelectAmount <<extended>>""]","[""Cancel Transaction"",""Custom Amount"",""Idle"",""Select Amount"",""Transaction Completed""]","[{""ground_truth_state"":""SelectAmount <<extended>>"",""candidate_state"":""Select Amount"",""ground_truth_normalized"":""select amount <<extended>>"",""candidate_normalized"":""select amount"",""similarity"":0.824091}]","[""EnterAmount <<extended>>"",""ReadAmount <<extended>>"",""ReleaseCard <<extended>>""]","[""Cancel Transaction"",""Custom Amount"",""Idle"",""Transaction Completed""]",4,5,1,3,4,0.2,0.25,0.222222
Llama_3.1_8B,syntax_grounded_repair,case_59_atm_1,valid_diagrams/Llama_3.1_8B/syntax_grounded_repair/case_59_atm_1/diagram.puml,dataset/case_59_atm_1/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""EnterAmount <<extended>>"",""ReadAmount <<extended>>"",""ReleaseCard <<extended>>"",""SelectAmount <<extended>>""]","[""Cancel Transaction"",""Custom Amount"",""Idle"",""Select Amount"",""Transaction Completed""]","[{""ground_truth_state"":""SelectAmount <<extended>>"",""candidate_state"":""Select Amount"",""ground_truth_normalized"":""select amount <<extended>>"",""candidate_normalized"":""select amount"",""similarity"":0.824091}]","[""EnterAmount <<extended>>"",""ReadAmount <<extended>>"",""ReleaseCard <<extended>>""]","[""Cancel Transaction"",""Custom Amount"",""Idle"",""Transaction Completed""]",4,5,1,3,4,0.2,0.25,0.222222
Qwen_2.5_7B,baseline_repair,case_59_atm_1,valid_diagrams/Qwen_2.5_7B/baseline_repair/case_59_atm_1/diagram.puml,dataset/case_59_atm_1/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""EnterAmount <<extended>>"",""ReadAmount <<extended>>"",""ReleaseCard <<extended>>"",""SelectAmount <<extended>>""]","[""ClosedDown"",""Confiscating"",""Dispensing"",""Ejecting"",""Idle"",""Printing"",""ProcessingWithdrawal"",""Terminating"",""ValidatingAmount"",""WaitingForAmount""]",[],"[""EnterAmount <<extended>>"",""ReadAmount <<extended>>"",""ReleaseCard <<extended>>"",""SelectAmount <<extended>>""]","[""ClosedDown"",""Confiscating"",""Dispensing"",""Ejecting"",""Idle"",""Printing"",""ProcessingWithdrawal"",""Terminating"",""ValidatingAmount"",""WaitingForAmount""]",4,10,0,4,10,0.0,0.0,0.0
Qwen_2.5_7B,syntax_grounded_repair,case_59_atm_1,valid_diagrams/Qwen_2.5_7B/syntax_grounded_repair/case_59_atm_1/diagram.puml,dataset/case_59_atm_1/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""EnterAmount <<extended>>"",""ReadAmount <<extended>>"",""ReleaseCard <<extended>>"",""SelectAmount <<extended>>""]","[""ClosedDown"",""Confiscating"",""Dispensing"",""Ejecting"",""Idle"",""Printing"",""ProcessingWithdrawal"",""Terminating"",""ValidatingAmount"",""WaitingForAmount""]",[],"[""EnterAmount <<extended>>"",""ReadAmount <<extended>>"",""ReleaseCard <<extended>>"",""SelectAmount <<extended>>""]","[""ClosedDown"",""Confiscating"",""Dispensing"",""Ejecting"",""Idle"",""Printing"",""ProcessingWithdrawal"",""Terminating"",""ValidatingAmount"",""WaitingForAmount""]",4,10,0,4,10,0.0,0.0,0.0
DeepSeek_R1_14B,baseline_repair,case_60_atm_2,valid_diagrams/DeepSeek_R1_14B/baseline_repair/case_60_atm_2/diagram.puml,dataset/case_60_atm_2/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""EnterAmount"",""ReadAmount <<extended>>"",""SelectAmount <<extended>>"",""VerifyTransaction <<extended>>""]","[""End"",""EnterAmount"",""ReEnterAmount"",""SelectAmount"",""Start"",""VerifyTransaction""]","[{""ground_truth_state"":""EnterAmount"",""candidate_state"":""EnterAmount"",""ground_truth_normalized"":""enter amount"",""candidate_normalized"":""enter amount"",""similarity"":1.0},{""ground_truth_state"":""SelectAmount <<extended>>"",""candidate_state"":""SelectAmount"",""ground_truth_normalized"":""select amount <<extended>>"",""candidate_normalized"":""select amount"",""similarity"":0.824091},{""ground_truth_state"":""VerifyTransaction <<extended>>"",""candidate_state"":""VerifyTransaction"",""ground_truth_normalized"":""verify transaction <<extended>>"",""candidate_normalized"":""verify transaction"",""similarity"":0.802673}]","[""ReadAmount <<extended>>""]","[""End"",""ReEnterAmount"",""Start""]",4,6,3,1,3,0.5,0.75,0.6
DeepSeek_R1_14B,few_shot,case_60_atm_2,valid_diagrams/DeepSeek_R1_14B/few_shot/case_60_atm_2/diagram.puml,dataset/case_60_atm_2/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""EnterAmount"",""ReadAmount <<extended>>"",""SelectAmount <<extended>>"",""VerifyTransaction <<extended>>""]","[""End"",""EnterAmount"",""ReEnterAmount"",""SelectAmount"",""Start"",""VerifyTransaction""]","[{""ground_truth_state"":""EnterAmount"",""candidate_state"":""EnterAmount"",""ground_truth_normalized"":""enter amount"",""candidate_normalized"":""enter amount"",""similarity"":1.0},{""ground_truth_state"":""SelectAmount <<extended>>"",""candidate_state"":""SelectAmount"",""ground_truth_normalized"":""select amount <<extended>>"",""candidate_normalized"":""select amount"",""similarity"":0.824091},{""ground_truth_state"":""VerifyTransaction <<extended>>"",""candidate_state"":""VerifyTransaction"",""ground_truth_normalized"":""verify transaction <<extended>>"",""candidate_normalized"":""verify transaction"",""similarity"":0.802673}]","[""ReadAmount <<extended>>""]","[""End"",""ReEnterAmount"",""Start""]",4,6,3,1,3,0.5,0.75,0.6
DeepSeek_R1_14B,rag,case_60_atm_2,valid_diagrams/DeepSeek_R1_14B/rag/case_60_atm_2/diagram.puml,dataset/case_60_atm_2/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""EnterAmount"",""ReadAmount <<extended>>"",""SelectAmount <<extended>>"",""VerifyTransaction <<extended>>""]","[""AmountSelected"",""CustomAmountEntered"",""TransactionComplete"",""TransactionVerification"",""WaitingForAmountReentry"",""WaitingForAmountSelection""]",[],"[""EnterAmount"",""ReadAmount <<extended>>"",""SelectAmount <<extended>>"",""VerifyTransaction <<extended>>""]","[""AmountSelected"",""CustomAmountEntered"",""TransactionComplete"",""TransactionVerification"",""WaitingForAmountReentry"",""WaitingForAmountSelection""]",4,6,0,4,6,0.0,0.0,0.0
